file,start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,filename
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-02-01-02-02-01.wav,0 days,0 days 00:00:03.470145833,23.421627,0.07158886,22.393826,23.624763,24.891598,2.4977722,150.53407,203.80762,35.221867,31.733015,0.12553364,1.2978243,0.0044454797,0.0140622575,0.26471436,0.26026887,2.6319816,1.6037551,2.6470358,2.120679,0.03445699,1.3843713,14.295753,1.3781906,6.1606054,1.6065542,8.965935,1.2351055,5.6062894,1.8433691,0.019984392,1.2752361,1.0929825,0.7687302,3.9933448,0.7408112,3.751594,3.0738297,20.40682,0.6276044,471.86057,0.53042704,1146.4519,0.21469255,-130.22487,-0.70294744,1407.3717,0.2100276,830.6828,0.29171523,-132.42705,-0.6617953,2444.4827,0.121924974,623.43274,0.2908796,-135.45868,-0.6177079,-12.931984,-0.43720052,21.852444,0.31214213,0.05420145,0.36156282,-0.01114035,-0.8447645,0.080347545,0.5407812,34.06665,0.40315562,4.5031886,2.3304114,15.687706,0.8595891,3.4913168,4.2356386,-2.5031254,10.287963,0.052928347,0.010891255,0.007965978,2.0231214,0.87976545,0.41666666,0.14197026,0.5225,0.45860523,-46.895203,03-01-02-01-02-02-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-01-01-02-01-01.wav,0 days,0 days 00:00:03.269916667,24.186604,0.10349491,22.353912,23.728384,27.093287,4.739374,209.15256,255.81078,13.067563,11.153259,0.12920983,1.429387,0.0034784055,0.009519156,0.26552525,0.26204684,3.9736674,2.6112926,3.4761539,2.3303392,0.04458306,1.4945037,11.385279,1.6172523,6.0793104,1.6497349,9.165839,1.2119746,4.260278,2.83158,0.04545255,1.8597615,1.602726,0.73548484,2.7564082,1.1649373,3.1501403,3.5114918,20.13977,0.33050853,484.23303,0.47878334,1178.2472,0.19979116,-136.13573,-0.6733555,1447.8303,0.20153241,825.92786,0.28590408,-135.41458,-0.6525879,2462.3523,0.113135055,702.81915,0.39904526,-137.77107,-0.6175622,-12.270457,-0.51902777,20.737755,0.36630678,0.074969396,0.34881195,-0.012636586,-0.8633165,0.116554596,0.5303537,30.6783,0.45956096,5.3238087,2.322863,16.05647,0.8530443,-0.70137125,-24.413502,-1.5646839,9.447987,0.055127468,0.014029234,0.0077294274,2.1538463,0.63091487,0.545,0.175,0.6766666,0.414836,-45.849762,03-01-01-01-02-01-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-02-02-01-02-01.wav,0 days,0 days 00:00:04.004000,23.79781,0.08482495,22.312828,23.383528,25.891163,3.5783348,185.25768,217.35413,36.39755,16.843348,0.090337835,1.0665548,0.0028981578,0.07102201,0.17346191,0.17056376,2.2794535,1.7774528,1.5814692,0.8577383,0.022020783,1.2157576,12.87178,1.5039265,4.8015494,2.310663,7.939583,1.3412966,5.266002,2.3343914,0.028895238,1.0860938,1.2911886,0.9222441,3.89779,0.7754476,0.6708949,8.548357,20.554998,0.3565951,432.57166,0.42121458,1184.2125,0.2197533,-141.60934,-0.6091534,1344.1626,0.15225214,882.6671,0.26995856,-144.02658,-0.56729966,2339.3127,0.08533351,685.23083,0.3274491,-146.43872,-0.53374404,-15.016877,-0.48568788,23.327948,0.3272485,0.057250626,0.43534207,-0.012905582,-0.7763083,0.05107659,0.49283767,34.47504,0.33551082,6.7410283,1.4727602,14.466353,0.94406235,5.1052613,3.3155036,-1.2532575,8.5297,0.06636746,0.010208015,0.009419464,2.255639,1.5228428,0.19666666,0.12565385,0.3757143,0.400102,-51.548443,03-01-02-02-01-02-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-01-01-01.wav,0 days,0 days 00:00:03.470145833,28.360966,0.096043974,27.025385,28.330723,30.85714,3.8317547,38.18503,13.609619,21.805145,20.585012,0.17161976,1.3013741,0.005169056,0.017775778,0.3972329,0.39206383,5.711494,2.7959404,3.8446627,2.2036796,0.06710974,1.3330638,13.647385,1.2376773,5.138481,1.8242066,9.047841,1.5999055,2.9032621,4.3802648,0.046023678,1.9308372,1.5750946,0.7398384,3.735436,0.9367563,2.4210145,2.9000301,22.761911,0.34338748,546.20447,0.53965193,1129.4264,0.22705323,-132.06871,-0.6939984,1521.8789,0.22108115,819.36676,0.2833674,-133.28146,-0.65357,2545.136,0.14143719,677.6679,0.24879727,-135.40475,-0.62260693,-13.399646,-0.5199617,21.067707,0.4057562,0.09249357,0.32023358,-0.015276008,-0.7368202,0.16943218,0.39324751,30.62559,0.41441765,5.820414,2.2661664,18.00749,1.0466956,-1.5986632,-10.2347765,-2.2468376,10.86092,0.05493425,0.009822168,0.008837284,2.3121388,0.87976545,0.41,0.2728858,0.5275,0.45805976,-42.873123,03-01-03-01-01-01-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-02-01-01.wav,0 days,0 days 00:00:03.937250,31.87989,0.09319983,29.523554,32.501026,34.431744,4.90819,52.160046,40.188866,60.233017,31.98252,0.38046318,1.2062275,0.010522972,0.12475403,0.71692073,0.7063978,10.796503,7.028862,9.877243,7.217801,0.17754401,1.3504789,11.202583,1.3899968,3.35387,3.8250232,6.9624076,1.7426693,2.544407,6.4098983,0.050826304,1.7523109,1.1737688,0.7581211,4.9394126,0.8213691,4.207462,2.3016896,16.587238,0.37372917,695.5795,0.49945182,1100.2593,0.27104276,-126.7932,-0.73042697,1667.9152,0.25486678,844.8795,0.33563316,-119.9398,-0.77079505,2733.788,0.13903852,670.5739,0.65378433,-122.14998,-0.7355469,-9.5659895,-0.60889965,18.117756,0.41409233,0.11508965,0.24626663,-0.012325091,-1.0485449,0.39923918,0.5507785,24.45136,0.48255008,2.679036,4.469584,9.174046,1.8185413,-3.506876,-6.2834334,-0.68264186,10.070463,0.04156328,0.012538748,0.015243338,2.2959185,0.7751938,0.5433333,0.3196178,0.54249996,0.46402448,-35.110527,03-01-03-02-02-01-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-01-02-01.wav,0 days,0 days 00:00:03.269916667,25.45786,0.13677251,23.199667,26.253952,27.889559,4.689892,87.12313,60.638676,62.534744,37.32713,0.13446553,1.5491077,0.0019477911,0.006025905,0.2480168,0.24606901,4.8159328,3.070892,4.832928,2.3566859,0.05400203,1.5954756,10.638717,1.6145672,4.038258,2.1849647,7.8812013,1.662632,5.5040464,2.2796896,0.06400132,1.5820597,2.230562,0.62945676,2.153344,1.4521382,2.7696464,4.218662,19.616278,0.36836788,481.1404,0.5081935,1170.7377,0.19628133,-139.18677,-0.64591414,1458.399,0.19532703,808.42285,0.2875629,-139.41637,-0.61810094,2487.2058,0.12998876,697.3702,0.24333873,-141.5563,-0.5866637,-11.815102,-0.62092704,20.027037,0.45321733,0.083780736,0.27327144,-0.012314249,-0.9083646,0.15664849,0.5316502,30.30937,0.44403678,2.9277654,4.47037,17.88681,0.9423559,2.2079594,7.103232,-0.6138134,7.842071,0.08393312,0.015184141,0.0057742195,2.4615386,1.2500001,0.2525,0.19096792,0.5225,0.48761535,-44.779564,03-01-08-01-01-02-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-02-02-01.wav,0 days,0 days 00:00:03.269937500,33.985863,0.16419436,32.617893,35.354424,37.479263,4.86137,220.40198,150.3066,-29.914755,59.05496,0.31415126,1.391929,0.002986696,0.019142086,0.74630016,0.7433135,11.849721,5.5675035,9.10978,6.1422024,0.18766709,1.5215191,10.375802,1.3997548,3.3745165,2.6098592,4.8657346,2.9693007,1.6934074,8.907307,0.06373667,1.86892,1.4987011,0.7830778,4.6711836,0.9043582,7.053733,1.0225161,19.852367,0.4116463,599.7022,0.5457808,1128.1829,0.2513254,-160.1199,-0.47304726,1583.2345,0.24998632,912.59094,0.33330566,-137.59091,-0.63080454,2579.898,0.13679829,715.1336,0.3653249,-139.56876,-0.6026764,-9.592256,-0.49802732,19.758284,0.43387672,0.11371058,0.34317067,-0.01220884,-0.91825,0.48001015,0.47071752,24.204628,0.46295518,0.9460796,11.105026,5.9262266,3.7535937,-7.7437572,-2.6717088,-2.3097708,10.440945,0.057020873,0.01136548,0.043703496,2.4615386,0.93750006,0.35333332,0.23271345,0.5175,0.46788752,-35.792072,03-01-08-02-02-02-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-02-02-01.wav,0 days,0 days 00:00:04.371020833,33.34874,0.24092576,29.005285,34.03662,39.35243,10.347143,103.96342,85.13599,144.2698,82.484474,0.34593722,1.20072,0.005807935,0.15762283,0.6421342,0.63632625,8.197987,5.576405,8.67104,4.578905,0.18642843,1.44587,11.878792,1.3791564,3.6790822,3.015609,-0.07720179,-182.64821,-0.18058102,-88.17446,0.08787866,1.6229546,1.1911234,0.6302306,4.657914,1.1243064,5.209307,1.6036733,20.67665,0.4529875,722.2506,0.47699985,1049.8068,0.3304628,-135.95914,-0.6638578,1754.8849,0.23042646,889.49347,0.507657,-126.30615,-0.7077122,2754.1096,0.14655523,630.46,0.47074562,-127.85355,-0.68368477,-12.1133375,-0.6729379,20.905863,0.41630644,0.11793153,0.31634563,-0.013990951,-1.1144258,0.43655106,0.6212794,23.142433,0.6358767,5.2074733,2.5330346,4.322702,3.7082639,-9.222378,-2.1263516,-0.5319578,9.991721,0.0662199,0.009858941,0.019325139,1.8348624,0.46403712,0.875,0.24499999,0.83666664,0.3209707,-34.214344,03-01-07-02-02-02-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-02-01-01.wav,0 days,0 days 00:00:03.737083333,28.024416,0.099493004,25.215038,27.807835,31.12389,5.9088516,221.86891,258.68143,66.18485,82.93216,0.20211712,1.3094602,0.0024410726,0.022296375,0.44063962,0.43819854,5.82758,3.7483525,4.352345,3.336535,0.074487455,1.3701924,12.451842,1.4707229,4.8115096,2.0237749,9.012605,1.3865682,2.4100025,4.6317096,0.041805133,1.8238509,1.3322694,0.7136591,4.693409,0.6883735,0.11105322,50.874535,20.068521,0.37051207,629.8994,0.48623985,1162.9583,0.24412738,-130.92938,-0.69891846,1651.4647,0.22047389,854.7399,0.26795304,-129.40341,-0.6832997,2662.37,0.1279638,810.6179,0.53345865,-131.08557,-0.65852547,-11.827239,-0.53494817,19.359457,0.39947882,0.09810795,0.29441947,-0.01062924,-1.0974147,0.17806162,0.5229475,30.157658,0.438191,2.3465445,5.023071,19.71741,0.6189152,1.4908664,10.57246,-0.52850276,7.364103,0.08753634,0.01249202,0.011519902,2.1505377,1.0899183,0.345,0.3207413,0.44,0.45882457,-41.502247,03-01-04-02-02-01-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-01-01-01.wav,0 days,0 days 00:00:03.837166667,25.805346,0.08453802,23.644394,26.13221,27.705132,4.0607376,136.82721,115.73095,25.082874,16.0875,0.106307186,1.2933058,0.002151777,0.02612564,0.21277383,0.21062206,2.7911658,1.2777405,2.9151273,1.6618226,0.03202606,1.4332604,12.497956,1.3875283,3.9357092,2.4449122,10.146193,1.2308024,2.8632262,4.2861123,0.030920766,1.5053215,1.2987856,0.86132485,4.0950174,0.8794962,6.5274663,0.8183962,21.945528,0.29979983,551.6175,0.54592645,1173.1041,0.2156282,-140.2478,-0.61702394,1516.305,0.2232029,891.95465,0.34328118,-140.95471,-0.59126914,2502.6406,0.13664708,731.5028,0.31217372,-142.8979,-0.5638166,-13.014868,-0.45614937,21.00501,0.37039593,0.07961924,0.34945762,-0.010317415,-1.0171862,0.07624189,0.588067,31.302853,0.37401944,4.258054,2.9214709,18.838749,0.7605782,3.2369554,5.6316357,-1.4512793,8.116637,0.085465,0.012156439,0.01235903,2.356021,1.591512,0.19666666,0.050221726,0.35142857,0.42689672,-48.525803,03-01-04-01-01-01-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-01-02-01.wav,0 days,0 days 00:00:03.903895833,31.656343,0.22253008,26.813164,30.585526,36.773544,9.960381,423.9268,334.08478,77.8221,32.248825,0.14230232,1.0650222,0.004728865,0.075341694,0.30491933,0.30019048,2.9381564,2.8955448,2.5996678,1.8049444,0.04763468,1.3138598,10.363219,1.696818,4.5761,2.8184006,2.1081738,5.634408,3.988634,3.2844543,0.043738954,1.6742759,1.3343683,0.6319593,4.0257087,1.2593714,4.0755086,1.653605,22.593199,0.46846512,499.9519,0.46399203,1124.0165,0.22014643,-140.41844,-0.6259648,1484.7703,0.21568726,765.5649,0.3011841,-138.1901,-0.61222625,2548.4773,0.12438671,716.5219,0.42083192,-140.88333,-0.57303035,-12.408345,-0.7985783,22.169626,0.47332773,0.10362509,0.28335997,-0.01081153,-1.4483496,0.11606184,0.49646562,25.167421,0.6350918,8.950902,1.4927982,2.973063,5.6847234,4.076414,4.419703,-0.34507963,8.88171,0.07485396,0.010549375,0.013459498,2.3136249,1.8229167,0.17571428,0.1592713,0.35,0.43074688,-45.591846,03-01-07-01-01-02-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-01-02-01.wav,0 days,0 days 00:00:04.371041667,37.747375,0.107536785,34.04027,39.508625,40.761612,6.72134,419.8061,591.8754,79.96006,71.58749,0.92122453,1.1180708,0.028724464,0.5397085,1.6899039,1.6611794,18.013771,8.605863,17.866741,13.804121,0.5608279,1.3584021,4.182287,4.2027473,-4.2705703,-2.774066,-1.4472194,-10.149804,-5.823445,-3.700465,0.02688913,1.4606407,0.97531164,0.75711066,6.3829093,0.6824606,9.144923,1.0575367,15.320909,0.5085619,737.91254,0.41447476,991.1994,0.33384866,-136.33284,-0.6588471,1780.8602,0.21672313,695.51953,0.3326594,-119.44644,-0.7589555,2856.4636,0.13321424,585.2312,0.53850335,-121.10828,-0.73320484,-6.3636847,-1.2110405,14.927451,0.5391372,0.094209194,0.30400726,-0.014135903,-0.98147464,1.1722684,0.6654656,14.885352,0.76794344,-3.0194032,-4.804443,-1.7020196,-10.954656,-12.412588,-2.1610007,4.479141,6.75889,0.08652768,0.011864289,0.10426355,2.5229356,1.62413,0.25714284,0.11423213,0.39,0.47,-25.37991,03-01-05-02-01-02-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-01-01-01.wav,0 days,0 days 00:00:05.005000,35.42002,0.12237107,31.292658,35.64323,39.1183,7.8256435,35.614376,50.453495,41.440994,15.520793,0.51724195,1.2782469,0.06853003,0.1979415,0.89511,0.82658,13.204714,9.46838,11.270939,9.1847515,0.26788858,1.638874,9.13568,1.2618227,-1.9036742,-5.0706987,2.1522677,5.384741,1.2818304,11.33196,0.029885247,1.0608982,1.2392207,0.855726,6.1767254,0.71469265,7.365534,0.93968874,16.65274,0.41927278,805.927,0.38295552,1010.74805,0.32330078,-149.4547,-0.54818684,1840.9038,0.18694533,788.40765,0.33860213,-143.00386,-0.5800413,2849.838,0.12735724,679.45026,0.3831112,-143.5869,-0.5723741,-8.643115,-0.7086031,16.608885,0.422943,0.08133299,0.61430895,-0.00871108,-1.4379344,0.74377674,0.69823974,17.431877,0.6104336,1.0392842,10.929218,5.0875916,3.1767259,-2.3958154,-9.269788,-1.1177578,11.999436,0.022038735,0.010847017,0.05016101,1.8036073,1.0121458,0.302,0.26880476,0.5533333,0.4147958,-30.133526,03-01-06-02-01-01-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-02-01-01.wav,0 days,0 days 00:00:03.436770833,27.151884,0.27461922,23.392859,25.285574,28.071205,4.6783466,203.64032,140.52347,12.613343,33.93719,0.1939328,1.247822,0.00824305,0.02563379,0.41758087,0.40933782,5.217013,3.9545946,4.1109276,2.6494682,0.07328013,1.3912927,14.678111,1.0798326,8.826053,1.116632,10.667211,1.3140576,5.9784737,2.0471883,0.025969852,0.95636636,1.3014414,0.7964733,3.9416673,0.8315615,2.7377493,2.0213737,17.425972,0.8248702,513.2973,0.4676855,1189.841,0.26511347,-130.96832,-0.69406354,1477.7191,0.22279944,838.81433,0.26469955,-129.93935,-0.67704165,2533.5862,0.14054963,727.9047,0.35120204,-131.52168,-0.65480167,-10.537172,-0.81138086,18.194397,0.6077297,0.06155177,0.54866064,-0.011024512,-1.00538,0.1771941,0.5444128,27.170208,0.6021004,6.9005938,1.7705798,18.073679,0.9609284,3.1173837,4.302833,-9.101188,18.464722,0.01937586,0.007546556,0.010173972,2.3391814,1.1869437,0.315,0.13238202,0.5025,0.46756682,-41.71182,03-01-06-01-02-01-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-02-02-01.wav,0 days,0 days 00:00:03.737062500,29.093756,0.1579073,27.656242,28.97203,32.954826,5.298584,303.03204,361.23068,43.982487,6.4613175,0.35503417,1.3325253,0.009104954,0.06295174,0.693049,0.68394405,9.0819025,5.893529,7.09597,4.3196883,0.19081728,1.595865,9.531014,1.8371338,3.1861527,4.0829153,7.0753684,1.8047929,0.694788,22.849918,0.057805892,1.5883647,1.5965999,0.688449,3.0273166,1.2650971,6.04923,2.2350612,16.53958,0.44546732,605.39954,0.50101435,1117.1631,0.2485699,-135.79343,-0.6657504,1634.0941,0.24102104,766.5402,0.3658048,-129.94066,-0.68855715,2660.7878,0.14653775,574.5191,0.36011484,-130.90445,-0.67328876,-9.892733,-0.6948201,17.141195,0.44220075,0.098002054,0.32254544,-0.012642118,-0.86094904,0.45830992,0.7653374,25.853083,0.5022706,2.1532557,5.367539,13.476829,1.1904626,-5.5992947,-3.92842,1.1413637,7.085635,0.06092099,0.010913136,0.032156013,2.419355,1.0899183,0.3375,0.31252,0.44599998,0.4298185,-34.564774,03-01-05-01-02-02-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-02-01-01.wav,0 days,0 days 00:00:03.536875,28.1571,0.27110365,24.9674,26.115013,29.621326,4.653927,190.58798,248.6913,219.49174,263.03296,0.1510598,1.3604782,0.003088534,0.023230072,0.29188567,0.28879714,2.9004128,2.052613,2.606996,1.8000742,0.05222921,1.5191605,11.440411,1.6616292,6.1535444,1.6986487,8.900807,1.4690762,3.447964,3.7656612,0.024388652,1.132574,1.1558129,0.72020936,3.6146967,0.95389557,1.0151076,5.4299064,18.743334,0.6496597,470.3634,0.45005617,1200.7195,0.19214799,-132.7825,-0.6830302,1394.5856,0.2274446,827.9516,0.3403562,-133.43134,-0.6468782,2491.202,0.13323554,608.5561,0.31400198,-134.89287,-0.61717635,-11.783262,-0.843922,19.629383,0.6050598,0.08065805,0.35156995,-0.0142972795,-0.9002462,0.13034223,0.6391164,28.812637,0.62314683,7.161013,1.7445273,17.195787,0.7911108,-3.0562322,-5.2126207,-0.6350944,8.451899,0.0704292,0.012815577,0.008287514,1.9886364,1.734104,0.20333333,0.18811935,0.35,0.44918445,-44.513966,03-01-08-01-02-01-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-01-01-01.wav,0 days,0 days 00:00:03.436750,29.426146,0.19187678,26.942507,29.02032,34.757885,7.815378,86.78938,42.839203,125.63324,104.52822,0.25498462,1.4005839,0.0017547781,0.017489094,0.54126346,0.5395087,8.804899,5.82578,7.3895345,3.2965367,0.1386505,1.5024755,10.409503,1.479328,2.9672,2.9563375,6.2502055,2.1651392,3.4828126,3.9870296,0.09674678,1.5317509,1.9848361,0.6432407,2.3394508,1.7435198,3.9976654,2.2314625,18.980768,0.40488228,535.4067,0.61068135,1124.2502,0.26241013,-142.40193,-0.6154582,1509.6947,0.23307092,844.6925,0.43108365,-132.62862,-0.6710267,2530.389,0.13106032,643.5906,0.25878063,-134.58267,-0.6421009,-10.3874,-0.66428983,18.837431,0.45805955,0.10335557,0.3112727,-0.013179986,-0.9695803,0.3721877,0.5098713,25.357203,0.48832107,3.3994,3.3752635,13.0698805,1.4960428,-1.5531625,-12.073629,-1.879101,11.312948,0.06993122,0.014774726,0.010566627,2.3391814,1.1869437,0.295,0.2294014,0.5225,0.49281713,-38.218643,03-01-08-02-01-01-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-01-02-01.wav,0 days,0 days 00:00:03.703708333,27.727692,0.115930334,25.53325,27.378847,30.615292,5.082041,55.09122,25.59966,20.646736,16.771755,0.18398842,1.4139398,0.002040936,0.020436583,0.3585334,0.3564925,5.459979,2.8971312,4.8433633,2.58654,0.067868754,1.479378,10.803141,1.6410718,4.2299633,2.3964453,8.109488,1.3606808,2.9860122,4.204651,0.037064556,1.9010373,1.4350357,0.64817214,4.434914,0.892348,3.2170775,2.256187,21.021944,0.3047666,541.625,0.5382667,1241.9521,0.31298435,-131.47084,-0.70419025,1549.0519,0.20811209,834.8934,0.34221667,-130.73328,-0.6793753,2577.3555,0.13921455,733.0442,0.45307404,-132.77296,-0.64828366,-12.684006,-0.42672417,21.334166,0.27915516,0.099439695,0.2504514,-0.011768723,-0.99109185,0.16995952,0.5872933,29.347363,0.41452146,4.428448,2.9900255,14.980888,0.8569412,3.2565217,5.586982,0.6821218,6.2728786,0.09050727,0.014453492,0.008283912,2.1680217,1.0989012,0.33249998,0.2074096,0.444,0.48836872,-41.28228,03-01-04-02-01-02-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-01-01-01.wav,0 days,0 days 00:00:04.304291667,37.31177,0.171563,33.614033,37.16919,40.856445,7.2424126,166.04816,110.842285,27.644743,39.78861,0.3654489,1.1223539,0.025374113,0.2156523,0.6378536,0.6124795,6.4887943,2.8551648,4.7918615,3.0981941,0.17635506,1.5485475,11.169963,1.4364358,-0.98619324,-13.636279,-5.4405227,-2.6977534,-5.515389,-3.133531,0.05463172,2.0723345,1.1800411,0.70151854,6.3073773,0.8988907,6.69246,1.8328362,20.949114,0.54003596,616.71173,0.418887,1190.1226,0.28226367,-145.02927,-0.59294873,1617.4355,0.22031155,863.22754,0.41815355,-130.4179,-0.6738105,2738.8455,0.15603085,672.486,0.5136392,-132.23956,-0.64086825,-10.245803,-0.99366015,22.826876,0.50803506,0.11960066,0.27084267,-0.013312591,-1.2191695,0.4104515,0.782561,20.297071,0.78837126,3.5204053,3.7228737,-9.719743,-2.0427344,-10.149269,-1.918459,0.048222795,10.272337,0.08659428,0.00845139,0.03340685,2.3310022,1.4150944,0.26166666,0.18827432,0.36285713,0.4341071,-33.654163,03-01-07-02-01-01-01.wav
../Data Zenodo/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-02-01-01.wav,0 days,0 days 00:00:03.903895833,25.106548,0.1178143,22.187479,25.629951,28.009125,5.8216457,123.060196,149.54823,25.577589,24.371868,0.1370895,1.1101936,0.0034988532,0.057516735,0.30236465,0.2988658,2.2287686,1.5391889,1.9162784,1.416321,0.03891498,1.2469776,13.616358,1.48329,5.7500405,2.1992316,7.5323253,1.8279881,2.582894,4.369931,0.026464615,1.035808,1.0709677,0.72610223,3.8513548,0.87281835,1.8977109,2.2828043,21.836603,0.2902388,485.49683,0.44897178,1126.0952,0.2580025,-133.5152,-0.676607,1443.6981,0.2079137,843.652,0.4072067,-135.40819,-0.63582754,2467.308,0.13389577,653.26355,0.25134748,-137.81197,-0.6007959,-12.911983,-0.58574784,21.533125,0.43368968,0.08327357,0.3909443,-0.012321251,-0.85232514,0.09035839,0.45982718,30.719534,0.5206927,6.381024,1.7443634,16.343182,0.8574276,-1.8785264,-7.6511064,-1.4857002,10.301359,0.061307516,0.010416681,0.011421819,2.3136249,1.3020834,0.264,0.07939773,0.40166667,0.41993716,-47.010643,03-01-07-01-02-01-01.wav
